Jugadores;Posicion;Edad;Altura;Pie;Fichado;Equipo Anterior;Valor de mercado;Temporada;Club
José Luis Palomino;Defensa central;22;1,88;izquierdo;01/07/2010;CA San Lorenzo de Almagro Inferiores;600000;2012;San Lorenzo
Cristian Tula;Defensa central;20;1,76;derecho;01/07/2007;Libre;500000;2012;San Lorenzo
Gastón Aguirre;Defensa central;29;1,78;derecho;01/07/2007;CA Newell's Old Boys;500000;2012;San Lorenzo
Fernando Meza;Defensa central;23;1,76;derecho;01/01/2009;CA San Lorenzo de Almagro Inferiores;500000;2012;San Lorenzo
Pablo Alvarado;Defensa central;29;1,82;derecho;01/07/2004;Comisión de Actividades Infantiles U19;300000;2012;San Lorenzo
Walter Kannemann;Defensa central;24;1,84;izquierdo;01/04/2012;CA San Lorenzo de Almagro Inferiores;300000;2012;San Lorenzo
Abel Luciatti;Defensa central;22;1,79;izquierdo;-;;-;2012;San Lorenzo
Matías Catalán;Defensa central;26;1,82;derecho;01/07/2013;CA San Lorenzo de Almagro Inferiores;-;2012;San Lorenzo
Germán Voboril;Lateral izquierdo;22;1,76;izquierdo;01/07/2006;CA San Lorenzo de Almagro Inferiores;500000;2012;San Lorenzo
Gonzalo Bozzoni;Lateral izquierdo;21;1,69;izquierdo;01/07/2011;Libre;-;2012;San Lorenzo
Lucas Chaparro;Lateral izquierdo;27;1,76;izquierdo;-;;-;2012;San Lorenzo
Ramiro Arias;Lateral izquierdo;28;1,7;izquierdo;-;;-;2012;San Lorenzo
Giancarlo Carmona;Lateral derecho;22;1,87;derecho;01/01/2011;Universitario de Deportes;900000;2012;San Lorenzo
Sebastián Luna;Lateral derecho;26;1,78;derecho;01/07/2009;Quilmes Atlético Club;500000;2012;San Lorenzo
José San Román;Lateral derecho;21;1,72;derecho;01/08/2010;Unión San Felipe;300000;2012;San Lorenzo
Damián Martínez;Lateral derecho;32;1,77;derecho;-;;100000;2012;San Lorenzo
Adrián Martínez;Lateral derecho;20;1,77;derecho;01/01/2011;CA San Lorenzo de Almagro Inferiores;-;2012;San Lorenzo
Julio Buffarini;Lateral derecho;26;1,7;derecho;06/03/2012;Club Ferro Carril Oeste;-;2012;San Lorenzo
Néstor Ortigoza;Pivote;20;1,8;derecho;01/07/2021;AA Estudiantes Río Cuarto;2000000;2012;San Lorenzo
Emiliano Tellechea;Pivote;23;1,74;derecho;12/08/2011;Montevideo Wanderers;500000;2012;San Lorenzo
Enzo Kalinski;Mediocentro;32;1,84;derecho;01/07/2011;Quilmes Atlético Club;900000;2012;San Lorenzo
Guillermo Pereyra;Mediocentro;21;1,83;derecho;01/07/2010;Real Murcia CF;700000;2012;San Lorenzo
Salvador Reynoso;Mediocentro;21;1,82;derecho;01/01/2009;CA San Lorenzo de Almagro Inferiores;500000;2012;San Lorenzo
Leandro Navarro;Mediocentro;31;1,84;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;50000;2012;San Lorenzo
Jonathan Pacheco;Mediocentro;20;1,78;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;-;2012;San Lorenzo
Fernando Gutiérrez;Interior derecho;20;1,75;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;150000;2012;San Lorenzo
Lucas Ceballos;Interior derecho;27;-;;-;;-;2012;San Lorenzo
Gonzalo Bazán;Interior izquierdo;32;1,65;izquierdo;01/01/2009;CA San Lorenzo de Almagro Inferiores;500000;2012;San Lorenzo
Leandro Romagnoli;Mediocentro ofensivo;27;1,72;derecho;01/08/2009;Sporting de Lisboa;1400000;2012;San Lorenzo
Nicolás Bertocchi;Mediocentro ofensivo;34;1,9;derecho;01/01/2010;CA San Lorenzo de Almagro Inferiores;75000;2012;San Lorenzo
Julio Ramírez;Mediocentro ofensivo;23;1,8;ambidiestro;01/07/2012;CA San Lorenzo de Almagro Inferiores;-;2012;San Lorenzo
Leonel Rinaldi;Mediocentro ofensivo;20;-;;-;;-;2012;San Lorenzo
Sebastián González;Extremo izquierdo;22;1,66;derecho;01/07/2009;CA San Lorenzo de Almagro Inferiores;600000;2012;San Lorenzo
Gabriel Méndez;Extremo izquierdo;28;1,69;izquierdo;01/07/2011;CA Banfield;400000;2012;San Lorenzo
Fabricio Pedrozo;Extremo izquierdo;30;1,78;derecho;01/07/2010;CA San Lorenzo de Almagro Inferiores;300000;2012;San Lorenzo
Juan Carlos Menseguez;Extremo derecho;22;-;-;01/08/2007;VfL Wolfsburgo;850000;2012;San Lorenzo
Juan Salgueiro;Mediapunta;18;1,78;derecho;10/01/2011;Libre,12 mill. €;1200000;2012;San Lorenzo
Cristian Lamanna;Mediapunta;21;1,7;derecho;-;;-;2012;San Lorenzo
Carlos Bueno;Delantero centro;20;1,78;derecho;03/01/2012;Querétaro FC;2000000;2012;San Lorenzo
Cristian Chávez;Delantero centro;20;1,75;derecho;01/02/2012;SSC Nápoles;800000;2012;San Lorenzo
Gonzalo Rovira;Delantero centro;18;1,79;derecho;01/07/2009;CA San Lorenzo de Almagro Inferiores;600000;2012;San Lorenzo
Emmanuel Gigliotti;Delantero centro;29;1,87;derecho;01/07/2011;Libre40 mil €;600000;2012;San Lorenzo
Bernardo Romeo;Delantero centro;21;1,77;derecho;01/07/2011;Quilmes Atlético Club;400000;2012;San Lorenzo
Nahuel Benítez;Delantero centro;20;1,77;derecho;01/05/2010;CA San Lorenzo de Almagro Inferiores;200000;2012;San Lorenzo
Diego Martínez;Delantero centro;25;1,85;ambidiestro;01/07/2011;Club Atlético Aldosivi;175000;2012;San Lorenzo
Cristian Álvarez;Portero;28;1,86;derecho;04/07/2013;RCD Espanyol;3000000;2013;San Lorenzo
Pablo Migliore;Portero;22;1,91;derecho;01/07/2010;CA Boca Juniors;500000;2013;San Lorenzo
Sebastián Torrico;Portero;31;1,86;derecho;04/07/2013;CD Godoy Cruz Antonio Tomba;400000;2013;San Lorenzo
Matías Ibáñez;Portero;35;1,9;derecho;11/07/2012;Club Olimpo;200000;2013;San Lorenzo
Ezequiel Mastrolía;Portero;23;1,9;derecho;-;;50000;2013;San Lorenzo
Mauro Cetto;Defensa central;31;1,82;derecho;25/01/2013;Libre;1200000;2013;San Lorenzo
Walter Kannemann;Defensa central;19;1,84;izquierdo;01/04/2012;CA San Lorenzo de Almagro Inferiores;1000000;2013;San Lorenzo
Santiago Gentiletti;Defensa central;17;1,82;izquierdo;01/07/2012;Argentinos Juniors;800000;2013;San Lorenzo
Nicolás Bianchi Arce;Defensa central;30;1,88;derecho;01/01/2006;CA San Lorenzo de Almagro Inferiores;700000;2013;San Lorenzo
José Luis Palomino;Defensa central;24;1,88;izquierdo;01/07/2010;CA San Lorenzo de Almagro Inferiores;700000;2013;San Lorenzo
Abel Masuero;Defensa central;25;1,85;derecho;01/07/2012;Libre;500000;2013;San Lorenzo
Fernando Meza;Defensa central;32;1,76;derecho;01/01/2009;CA San Lorenzo de Almagro Inferiores;500000;2013;San Lorenzo
Pablo Alvarado;Defensa central;23;1,82;derecho;01/07/2004;Comisión de Actividades Infantiles U19;300000;2013;San Lorenzo
Matías Catalán;Defensa central;27;1,82;derecho;01/07/2013;CA San Lorenzo de Almagro Inferiores;50000;2013;San Lorenzo
Emmanuel Más;Lateral izquierdo;23;1,8;izquierdo;01/07/2013;CA San Martín San Juan;1700000;2013;San Lorenzo
Germán Voboril;Lateral izquierdo;23;1,76;izquierdo;01/07/2006;CA San Lorenzo de Almagro Inferiores;400000;2013;San Lorenzo
Lucas Chaparro;Lateral izquierdo;28;1,76;izquierdo;-;;50000;2013;San Lorenzo
Ramiro Arias;Lateral izquierdo;29;1,7;izquierdo;-;;50000;2013;San Lorenzo
Julio Buffarini;Lateral derecho;22;1,7;derecho;06/03/2012;Club Ferro Carril Oeste;1800000;2013;San Lorenzo
Gonzalo Prósperi;Lateral derecho;21;1,79;derecho;25/07/2012;Argentinos Juniors;1000000;2013;San Lorenzo
Giancarlo Carmona;Lateral derecho;18;1,87;derecho;01/01/2011;Universitario de Deportes;500000;2013;San Lorenzo
Damián Martínez;Lateral derecho;27;1,77;derecho;-;;100000;2013;San Lorenzo
Néstor Ortigoza;Pivote;27;1,8;derecho;01/07/2021;AA Estudiantes Río Cuarto;2000000;2013;San Lorenzo
Juan Mercier;Pivote;24;1,85;derecho;01/07/2012;Al-Wasl SC;800000;2013;San Lorenzo
Emiliano Tellechea;Pivote;21;1,74;derecho;12/08/2011;Montevideo Wanderers;500000;2013;San Lorenzo
Enzo Kalinski;Mediocentro;21;1,84;derecho;01/07/2011;Quilmes Atlético Club;1200000;2013;San Lorenzo
Luis Aguiar;Mediocentro;22;1,82;derecho;27/07/2012;Sporting de Lisboa;1100000;2013;San Lorenzo
Salvador Reynoso;Mediocentro;32;1,82;derecho;01/01/2009;CA San Lorenzo de Almagro Inferiores;500000;2013;San Lorenzo
Leandro Navarro;Mediocentro;21;1,84;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;250000;2013;San Lorenzo
Jonathan Pacheco;Mediocentro;20;1,78;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;50000;2013;San Lorenzo
Martín Rolle;Mediocentro ofensivo;19;1,66;izquierdo;08/08/2012;Club Olimpo;1500000;2013;San Lorenzo
Fernando Elizari;Mediocentro ofensivo;28;1,73;derecho;02/07/2013;Quilmes Atlético Club;1200000;2013;San Lorenzo
Leandro Romagnoli;Mediocentro ofensivo;28;1,72;derecho;01/08/2009;Sporting de Lisboa;1000000;2013;San Lorenzo
Alan Ruiz;Mediocentro ofensivo;33;1,83;izquierdo;01/08/2012;Club de Gimnasia y Esgrima La Plata;1000000;2013;San Lorenzo
Matías Mirabaje;Mediocentro ofensivo;35;1,79;izquierdo;16/08/2012;Montevideo Wanderers;500000;2013;San Lorenzo
Nicolás Bertocchi;Mediocentro ofensivo;24;1,9;derecho;01/01/2010;CA San Lorenzo de Almagro Inferiores;75000;2013;San Lorenzo
Julio Ramírez;Mediocentro ofensivo;21;1,8;ambidiestro;01/07/2012;CA San Lorenzo de Almagro Inferiores;50000;2013;San Lorenzo
Augusto Álvarez;Mediocentro ofensivo;23;1,84;izquierdo;01/07/2012;Club Sportivo Desamparados SJ;-;2013;San Lorenzo
Ignacio Piatti;Extremo izquierdo;29;1,8;derecho;10/02/2020;Libre;1000000;2013;San Lorenzo
Gonzalo Verón;Extremo izquierdo;31;1,78;derecho;09/08/2012;Club Sportivo Italiano;600000;2013;San Lorenzo
Ángel Correa;Extremo derecho;30;1,71;derecho;01/01/2013;CA San Lorenzo de Almagro Inferiores;3000000;2013;San Lorenzo
Héctor Villalba;Extremo derecho;19;1,72;izquierdo;01/07/2012;CA San Lorenzo de Almagro Inferiores;1000000;2013;San Lorenzo
Fabián Bordagaray;Extremo derecho;22;1,73;derecho;01/05/2009;CA San Lorenzo de Almagro Inferiores;300000;2013;San Lorenzo
Juan Carlos Menseguez;Extremo derecho;18;-;-;01/08/2007;VfL Wolfsburgo;200000;2013;San Lorenzo
Martín Cauteruccio;Delantero centro;21;1,79;derecho;06/07/2013;Quilmes Atlético Club;3500000;2013;San Lorenzo
Denis Stracqualursi;Delantero centro;22;1,91;derecho;30/07/2012;Club Atlético Tigre;2200000;2013;San Lorenzo
Franco Jara;Delantero centro;30;1,81;derecho;26/07/2012;SL Benfica;1500000;2013;San Lorenzo
Julio Furch;Delantero centro;21;1,88;derecho;23/07/2012;Club Olimpo;1000000;2013;San Lorenzo
Nahuel Benítez;Delantero centro;26;1,77;derecho;01/05/2010;CA San Lorenzo de Almagro Inferiores;200000;2013;San Lorenzo
Rodrigo Contreras;Delantero centro;18;1,82;izquierdo;01/07/2012;CA San Lorenzo de Almagro Inferiores;75000;2013;San Lorenzo
Cristian Álvarez;Portero;29;1,86;derecho;04/07/2013;RCD Espanyol;800000;2014;San Lorenzo
Sebastián Torrico;Portero;20;1,86;derecho;04/07/2013;CD Godoy Cruz Antonio Tomba;650000;2014;San Lorenzo
Leo Franco;Portero;30;-;-;03/08/2014;Real Zaragoza;200000;2014;San Lorenzo
Ezequiel Mastrolía;Portero;24;1,9;derecho;-;;50000;2014;San Lorenzo
José Devecchi;Portero;32;1,89;derecho;01/01/2018;CA San Lorenzo de Almagro Inferiores;50000;2014;San Lorenzo
Brian Ferri;Portero;19;1,84;;-;;-;2014;San Lorenzo
Fabricio Fontanini;Defensa central;18;1,81;derecho;11/07/2013;Atlético de Rafaela;2500000;2014;San Lorenzo
Walter Kannemann;Defensa central;18;1,84;izquierdo;01/04/2012;CA San Lorenzo de Almagro Inferiores;1500000;2014;San Lorenzo
Mauro Cetto;Defensa central;31;1,82;derecho;25/01/2013;Libre;900000;2014;San Lorenzo
Santiago Gentiletti;Defensa central;33;1,82;izquierdo;01/07/2012;Argentinos Juniors;900000;2014;San Lorenzo
Carlos Valdés;Defensa central;19;1,84;derecho;27/01/2014;Libre;600000;2014;San Lorenzo
Fernando Meza;Defensa central;24;1,76;derecho;01/01/2009;CA San Lorenzo de Almagro Inferiores;500000;2014;San Lorenzo
Matías Catalán;Defensa central;50;1,82;derecho;01/07/2013;CA San Lorenzo de Almagro Inferiores;350000;2014;San Lorenzo
Pablo Alvarado;Defensa central;24;1,82;derecho;01/07/2004;Comisión de Actividades Infantiles U19;300000;2014;San Lorenzo
Emmanuel Más;Lateral izquierdo;28;1,8;izquierdo;01/07/2013;CA San Martín San Juan;2000000;2014;San Lorenzo
Germán Voboril;Lateral izquierdo;24;1,76;izquierdo;01/07/2006;CA San Lorenzo de Almagro Inferiores;400000;2014;San Lorenzo
Ramiro Arias;Lateral izquierdo;29;1,7;izquierdo;-;;50000;2014;San Lorenzo
Julio Buffarini;Lateral derecho;19;1,7;derecho;06/03/2012;Club Ferro Carril Oeste;1700000;2014;San Lorenzo
Gonzalo Prósperi;Lateral derecho;19;1,79;derecho;25/07/2012;Argentinos Juniors;750000;2014;San Lorenzo
Damián Martínez;Lateral derecho;19;1,77;derecho;-;;100000;2014;San Lorenzo
Néstor Ortigoza;Pivote;16;1,8;derecho;01/07/2021;AA Estudiantes Río Cuarto;2000000;2014;San Lorenzo
Juan Mercier;Pivote;28;1,85;derecho;01/07/2012;Al-Wasl SC;600000;2014;San Lorenzo
Emiliano Tellechea;Pivote;27;1,74;derecho;12/08/2011;Montevideo Wanderers;500000;2014;San Lorenzo
Facundo Quignón;Pivote;28;1,78;izquierdo;01/07/2013;Libre;25000;2014;San Lorenzo
Enzo Kalinski;Mediocentro;16;1,84;derecho;01/07/2011;Quilmes Atlético Club;1200000;2014;San Lorenzo
Leandro Navarro;Mediocentro;24;1,84;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;500000;2014;San Lorenzo
Jonathan Pacheco;Mediocentro;22;1,78;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;50000;2014;San Lorenzo
Fernando Elizari;Mediocentro ofensivo;20;1,73;derecho;02/07/2013;Quilmes Atlético Club;1100000;2014;San Lorenzo
Leandro Romagnoli;Mediocentro ofensivo;18;1,72;derecho;01/08/2009;Sporting de Lisboa;1000000;2014;San Lorenzo
Alan Ruiz;Mediocentro ofensivo;22;1,83;izquierdo;01/08/2012;Club de Gimnasia y Esgrima La Plata;1000000;2014;San Lorenzo
Juan Cavallaro;Mediocentro ofensivo;22;1,71;derecho;22/07/2013;Club Atlético Unión;800000;2014;San Lorenzo
Matías Mirabaje;Mediocentro ofensivo;33;1,79;izquierdo;16/08/2012;Montevideo Wanderers;500000;2014;San Lorenzo
Julio Ramírez;Mediocentro ofensivo;23;1,8;ambidiestro;01/07/2012;CA San Lorenzo de Almagro Inferiores;50000;2014;San Lorenzo
Ignacio Piatti;Extremo izquierdo;21;1,8;derecho;10/02/2020;Libre;1500000;2014;San Lorenzo
Sebastián González;Extremo izquierdo;34;1,66;derecho;01/07/2009;CA San Lorenzo de Almagro Inferiores;800000;2014;San Lorenzo
Gonzalo Verón;Extremo izquierdo;29;1,78;derecho;09/08/2012;Club Sportivo Italiano;800000;2014;San Lorenzo
Gabriel Esparza;Extremo izquierdo;34;1,68;izquierdo;01/07/2016;CA San Lorenzo de Almagro Inferiores;-;2014;San Lorenzo
Pablo Barrientos;Extremo derecho;18;1,76;izquierdo;02/07/2014;Libre;6500000;2014;San Lorenzo
Ángel Correa;Extremo derecho;16;1,71;derecho;01/01/2013;CA San Lorenzo de Almagro Inferiores;5000000;2014;San Lorenzo
Héctor Villalba;Extremo derecho;30;1,72;izquierdo;01/07/2012;CA San Lorenzo de Almagro Inferiores;3600000;2014;San Lorenzo
Martín Cauteruccio;Delantero centro;31;1,79;derecho;06/07/2013;Quilmes Atlético Club;4000000;2014;San Lorenzo
Nicolás Blandi;Delantero centro;32;1,8;derecho;11/02/2022;Club Atlético Unión;2500000;2014;San Lorenzo
Denis Stracqualursi;Delantero centro;35;1,91;derecho;30/07/2012;Club Atlético Tigre;2400000;2014;San Lorenzo
Mauro Matos;Delantero centro;20;1,8;derecho;05/02/2014;Club Atlético All Boys;1000000;2014;San Lorenzo
Nahuel Benítez;Delantero centro;19;1,77;derecho;01/05/2010;CA San Lorenzo de Almagro Inferiores;200000;2014;San Lorenzo
Rodrigo Contreras;Delantero centro;22;1,82;izquierdo;01/07/2012;CA San Lorenzo de Almagro Inferiores;75000;2014;San Lorenzo
Emmanuel Torres;Delantero centro;29;1,79;derecho;-;;-;2014;San Lorenzo
Sebastián Torrico;Portero;25;1,86;derecho;04/07/2013;CD Godoy Cruz Antonio Tomba;500000;2015;San Lorenzo
Leo Franco;Portero;23;-;-;03/08/2014;Real Zaragoza;150000;2015;San Lorenzo
José Devecchi;Portero;17;1,89;derecho;01/01/2018;CA San Lorenzo de Almagro Inferiores;100000;2015;San Lorenzo
Álvaro Montero;Portero;17;1,96;derecho;01/07/2015;AD São Caetano SP B;-;2015;San Lorenzo
Fabricio Fontanini;Defensa central;20;1,81;derecho;11/07/2013;Atlético de Rafaela;2250000;2015;San Lorenzo
Walter Kannemann;Defensa central;33;1,84;izquierdo;01/04/2012;CA San Lorenzo de Almagro Inferiores;1500000;2015;San Lorenzo
Matías Caruzzo;Defensa central;30;1,85;derecho;16/01/2015;Argentinos Juniors;700000;2015;San Lorenzo
Mauro Cetto;Defensa central;27;1,82;derecho;25/01/2013;Libre;600000;2015;San Lorenzo
Matías Catalán;Defensa central;19;1,82;derecho;01/07/2013;CA San Lorenzo de Almagro Inferiores;350000;2015;San Lorenzo
Mario Yepes;Defensa central;31;-;-;12/09/2014;Libre;200000;2015;San Lorenzo
Tomás Cardona;Defensa central;19;1,85;izquierdo;-;;-;2015;San Lorenzo
Emmanuel Más;Lateral izquierdo;20;1,8;izquierdo;01/07/2013;CA San Martín San Juan;2500000;2015;San Lorenzo
Ramiro Arias;Lateral izquierdo;22;1,7;izquierdo;-;;150000;2015;San Lorenzo
Julio Buffarini;Lateral derecho;32;1,7;derecho;06/03/2012;Club Ferro Carril Oeste;1700000;2015;San Lorenzo
Gonzalo Prósperi;Lateral derecho;20;1,79;derecho;25/07/2012;Argentinos Juniors;650000;2015;San Lorenzo
Néstor Ortigoza;Pivote;34;1,8;derecho;01/07/2021;AA Estudiantes Río Cuarto;2000000;2015;San Lorenzo
Franco Mussis;Pivote;34;1,74;ambidiestro;06/01/2015;FC Copenhague;1250000;2015;San Lorenzo
Juan Mercier;Pivote;21;1,85;derecho;01/07/2012;Al-Wasl SC;350000;2015;San Lorenzo
Facundo Quignón;Pivote;25;1,78;izquierdo;01/07/2013;Libre;25000;2015;San Lorenzo
Enzo Kalinski;Mediocentro;20;1,84;derecho;01/07/2011;Quilmes Atlético Club;1200000;2015;San Lorenzo
Leandro Navarro;Mediocentro;29;1,84;derecho;01/07/2011;CA San Lorenzo de Almagro Inferiores;500000;2015;San Lorenzo
Sebastián Blanco;Mediocentro ofensivo;30;1,68;ambidiestro;01/07/2015;West Bromwich Albion;5000000;2015;San Lorenzo
Martín Rolle;Mediocentro ofensivo;20;1,66;izquierdo;08/08/2012;Club Olimpo;1500000;2015;San Lorenzo
Alan Ruiz;Mediocentro ofensivo;25;1,83;izquierdo;01/08/2012;Club de Gimnasia y Esgrima La Plata;1000000;2015;San Lorenzo
Fernando Elizari;Mediocentro ofensivo;20;1,73;derecho;02/07/2013;Quilmes Atlético Club;900000;2015;San Lorenzo
Juan Cavallaro;Mediocentro ofensivo;17;1,71;derecho;22/07/2013;Club Atlético Unión;800000;2015;San Lorenzo
Leandro Romagnoli;Mediocentro ofensivo;29;1,72;derecho;01/08/2009;Sporting de Lisboa;750000;2015;San Lorenzo
Gonzalo Verón;Extremo izquierdo;28;1,78;derecho;09/08/2012;Club Sportivo Italiano;1250000;2015;San Lorenzo
Alejandro Barbaro;Extremo izquierdo;17;1,77;izquierdo;16/08/2014;Club Atlético All Boys;500000;2015;San Lorenzo
Gabriel Esparza;Extremo izquierdo;25;1,68;izquierdo;01/07/2016;CA San Lorenzo de Almagro Inferiores;-;2015;San Lorenzo
Héctor Villalba;Extremo derecho;26;1,72;izquierdo;01/07/2012;CA San Lorenzo de Almagro Inferiores;3600000;2015;San Lorenzo
Pablo Barrientos;Extremo derecho;21;1,76;izquierdo;02/07/2014;Libre;2750000;2015;San Lorenzo
Martín Cauteruccio;Delantero centro;19;1,79;derecho;06/07/2013;Quilmes Atlético Club;3000000;2015;San Lorenzo
Nicolás Blandi;Delantero centro;23;1,8;derecho;11/02/2022;Club Atlético Unión;1250000;2015;San Lorenzo
Mauro Matos;Delantero centro;23;1,8;derecho;05/02/2014;Club Atlético All Boys;750000;2015;San Lorenzo
Chimy Ávila;Delantero centro;34;1,72;derecho;03/02/2015;CA Tiro Federal;-;2015;San Lorenzo
Sebastián Torrico;Portero;31;1,86;derecho;04/07/2013;CD Godoy Cruz Antonio Tomba;1000000;2016;San Lorenzo
Nicolás Navarro;Portero;22;1,9;derecho;20/01/2016;Club de Gimnasia y Esgrima La Plata;400000;2016;San Lorenzo
José Devecchi;Portero;20;1,89;derecho;01/01/2018;CA San Lorenzo de Almagro Inferiores;300000;2016;San Lorenzo
Álvaro Montero;Portero;23;1,96;derecho;01/07/2015;AD São Caetano SP B;200000;2016;San Lorenzo
Fabricio Coloccini;Defensa central;35;1,84;derecho;05/07/2016;Newcastle United;2000000;2016;San Lorenzo
Pedro Franco;Defensa central;17;1,84;derecho;15/01/2016;Besiktas JK;2000000;2016;San Lorenzo
Marcos Angeleri;Defensa central;23;1,83;derecho;30/01/2016;Málaga CF;1000000;2016;San Lorenzo
Paulo Díaz;Defensa central;20;1,82;derecho;26/01/2016;CSD Colo Colo;1000000;2016;San Lorenzo
Matías Caruzzo;Defensa central;26;1,85;derecho;16/01/2015;Argentinos Juniors;900000;2016;San Lorenzo
Rodrigo Tapia;Defensa central;35;1,84;derecho;-;;-;2016;San Lorenzo
Emmanuel Más;Lateral izquierdo;31;1,8;izquierdo;01/07/2013;CA San Martín San Juan;4500000;2016;San Lorenzo
Lautaro Montoya;Lateral izquierdo;32;1,68;izquierdo;01/01/2016;CA San Lorenzo de Almagro Inferiores;-;2016;San Lorenzo
Gabriel Rojas;Lateral izquierdo;19;1,73;izquierdo;01/07/2016;CA San Lorenzo de Almagro Inferiores;-;2016;San Lorenzo
Julio Buffarini;Lateral derecho;30;1,7;derecho;06/03/2012;Club Ferro Carril Oeste;2500000;2016;San Lorenzo
Mathías Corujo;Lateral derecho;26;1,71;derecho;25/07/2016;Universidad de Chile;900000;2016;San Lorenzo
Gonzalo Prósperi;Lateral derecho;24;1,79;derecho;25/07/2012;Argentinos Juniors;450000;2016;San Lorenzo
Brian Mieres;Lateral derecho;18;1,81;derecho;-;;-;2016;San Lorenzo
Néstor Ortigoza;Pivote;34;1,8;derecho;01/07/2021;AA Estudiantes Río Cuarto;2000000;2016;San Lorenzo
Franco Mussis;Pivote;23;1,74;ambidiestro;06/01/2015;FC Copenhague;1400000;2016;San Lorenzo
